Kilometrage_parcourus,Sexe,Carburant,Zone,Exposition,age_du_conducteur,age_du_vehicule,ancienpermis,nbre_sinistre,charge_totale
8299,Women,essence,Oriental,0.7494,48.53,8.99,16.85,0,0
195,Man,diesel,Tanger-Tetouan-AlHoceima,0.744,52.35,8.91,24.19,1,3722.63
6277,Women,diesel,Casablanca-Settat,0.7757,54.77,8.07,31.23,1,3774.16
3954,Man,diesel,Casablanca-Settat,0.2122,36.3,4.02,11.63,0,0
1958,Women,essence,Marrakech-Safi,0.8888,25.78,15.23,7.39,0,0
5015,Women,diesel,Tanger-Tetouan-AlHoceima,0.7581,66.54,2.08,26.07,4,9185.49
2659,Women,essence,Tanger-Tetouan-AlHoceima,0.9461,29.35,14.51,6.34,1,2845.14
9839,Women,essence,Casablanca-Settat,0.57,48.64,17.08,3.01,1,544.89
9599,Women,essence,Tanger-Tetouan-AlHoceima,0.5717,40.3,12.03,14.01,2,3810.74
3495,Man,essence,Marrakech-Safi,0.3147,56.1,21.84,19.07,0,0
5978,Man,essence,Marrakech-Safi,0.1979,36.65,17.24,8.1,0,0
347,Man,essence,Marrakech-Safi,0.6641,39.43,5.58,18.49,0,0
5388,Man,diesel,Tanger-Tetouan-AlHoceima,0.0109,34.17,17.99,11.74,0,0
9895,Women,diesel,Tanger-Tetouan-AlHoceima,0.4596,54.51,9.8,0.02,1,1887.29
1031,Man,diesel,Marrakech-Safi,0.6917,45.69,8.58,23.26,3,6577.17
7162,Women,diesel,Guelmim,0.5552,44.83,14.87,5.71,1,1809.58
8528,Man,diesel,Fes-Meknes,0.5118,58.05,11.73,4.44,0,0
2371,Man,diesel,Oriental,0.2295,21.32,12.02,1,1,2374.2
976,Man,diesel,Marrakech-Safi,0.0752,57.91,5.33,28.72,0,0
8937,Man,diesel,Casablanca-Settat,0.0841,53.43,14.05,27.92,0,0
3716,Man,diesel,Tanger-Tetouan-AlHoceima,0.7745,47.82,15.16,3.44,3,7265.84
9972,Women,essence,Casablanca-Settat,0.6071,51.66,16.85,29.82,0,0
8005,Women,essence,Casablanca-Settat,0.6406,26.16,17.88,5.6,1,1760.89
3160,Women,diesel,Tanger-Tetouan-AlHoceima,0.7899,49.16,19.7,24.17,2,3756.51
2627,Man,diesel,Tanger-Tetouan-AlHoceima,0.8538,63.3,13.96,36.42,2,4534.24
914,Women,diesel,Casablanca-Settat,0.6779,63.32,9.24,21.59,0,0
8850,Women,essence,Marrakech-Safi,0.0987,45.67,16.85,13.25,0,0
3604,Women,diesel,Marrakech-Safi,0.3242,59.73,2.83,21.94,0,0
8114,Women,essence,Tanger-Tetouan-AlHoceima,0.3067,28.13,10.3,2.82,0,0
1204,Women,diesel,Casablanca-Settat,0.6154,55.81,18.93,3.61,1,1640.69
8615,Man,essence,Marrakech-Safi,0.6012,33.02,18.09,14.09,1,2671.98
8841,Women,diesel,Tanger-Tetouan-AlHoceima,0.5823,63.57,4.48,8.18,2,1716.57
7949,Women,diesel,Dakhla-OuedEddahab,0.9656,41.72,14.6,0.76,1,1605.87
4168,Man,diesel,Tanger-Tetouan-AlHoceima,0.1586,67.22,12.1,21.41,0,0
1711,Women,essence,Casablanca-Settat,0.9076,69.19,10.2,8.75,0,0
93,Women,diesel,Casablanca-Settat,0.6518,50.66,14.56,29.28,0,0
5875,Man,essence,Casablanca-Settat,0.1605,46.54,11.61,8.19,0,0
2015,Women,essence,Marrakech-Safi,0.8757,46.72,15.66,2.49,2,3888.98
1224,Man,diesel,Casablanca-Settat,0.033,58.87,13.47,26.25,1,2395.35
2593,Women,diesel,Marrakech-Safi,0.6403,55.3,11.99,22.32,1,2892.61
6211,Man,diesel,Casablanca-Settat,0.2836,72.82,10.7,26.67,2,6433.95
1985,Women,essence,Marrakech-Safi,0.5395,56.71,11.2,14.32,0,0
3955,Women,diesel,Casablanca-Settat,0.5143,63.97,9.35,3.64,1,1079.36
9818,Man,essence,Casablanca-Settat,0.9256,46.46,18.95,15.37,2,3646.06
8350,Man,diesel,Marrakech-Safi,0.4976,54.14,22.47,14.61,0,0
8928,Man,diesel,Casablanca-Settat,0.6392,61.66,6.14,40.31,2,3552.51
6642,Women,essence,Casablanca-Settat,0.7729,66.85,16.58,45.43,0,0
5020,Women,essence,Tanger-Tetouan-AlHoceima,0.4042,24.65,14.64,1.84,1,3628.31
4110,Women,essence,Fes-Meknes,0.7127,30.36,19.28,2.98,1,4734.51
6146,Women,diesel,Casablanca-Settat,0.7091,39.74,16.85,18.2,3,7503.36
1417,Man,diesel,Marrakech-Safi,0.2335,28.35,8.94,9.76,0,0
7466,Man,diesel,Draa-Tafilalet,0.8182,69.15,18.61,32.76,0,0
6597,Women,essence,Casablanca-Settat,0.7816,39.87,14.32,20.61,1,2778.21
991,Women,diesel,Laayoune-SakiaElHamra,0.1014,28.03,21.93,3.84,0,0
4934,Man,essence,Draa-Tafilalet,0.6407,68.37,7.26,40.68,0,0
8162,Women,diesel,Casablanca-Settat,0.5838,45.8,2.48,2.59,0,0
14,Women,essence,Casablanca-Settat,0.2795,38.96,6.89,1.52,1,1095.99
4921,Man,essence,BeniMellal-Khenifra,0.8015,47.98,13.82,25.92,1,1177.62
3286,Man,diesel,Casablanca-Settat,0.9871,31.48,7.98,1.34,3,8710.07
971,Women,diesel,Tanger-Tetouan-AlHoceima,0.414,71.73,14.4,38.79,0,0
2443,Women,essence,Casablanca-Settat,0.8063,69.98,11.52,36.3,3,5326.44
2207,Man,diesel,Casablanca-Settat,0.3233,50.28,1.16,24.16,0,0
8438,Women,diesel,Laayoune-SakiaElHamra,0.0812,42.11,8.41,20.54,0,0
4442,Man,essence,Casablanca-Settat,0.347,28.5,5.15,5.78,0,0
1158,Women,diesel,Casablanca-Settat,0.7223,38.68,17.76,2.38,1,1662.77
6947,Man,diesel,Draa-Tafilalet,0.8216,54.22,8.21,18.37,1,2231.62
5592,Women,essence,Casablanca-Settat,0.4753,36.96,2.13,12.37,0,0
5313,Women,essence,Casablanca-Settat,0.7688,45.14,11.43,5.8,4,8156.19
5384,Women,diesel,Fes-Meknes,0.2807,55,14.67,28.15,0,0
8871,Women,diesel,Tanger-Tetouan-AlHoceima,0.9245,69.36,11.67,27.7,2,2801.09
7946,Women,essence,Marrakech-Safi,0.4596,53.44,6.6,10.56,1,670.39
9755,Man,diesel,Casablanca-Settat,0.4209,66.56,7.66,21.45,0,0
1393,Women,diesel,Tanger-Tetouan-AlHoceima,0.3014,37.23,10.5,7.86,0,0
7841,Man,essence,Casablanca-Settat,0.7232,55.79,6.58,2.38,1,2642.34
2042,Women,diesel,Casablanca-Settat,0.2501,61.75,6.44,20.02,0,0
7393,Women,diesel,Casablanca-Settat,0.7936,59.89,8.55,21.68,2,4471.95
3935,Women,essence,Casablanca-Settat,0.7174,53.14,9.36,32.05,2,2321.65
1365,Women,diesel,Tanger-Tetouan-AlHoceima,0.2043,65.89,16.46,41.9,0,0
7639,Women,essence,Laayoune-SakiaElHamra,0.0421,67.84,15.01,1.79,0,0
7749,Women,essence,Tanger-Tetouan-AlHoceima,0.8127,38.15,21.23,2.08,0,0
8508,Women,diesel,Marrakech-Safi,0.9425,61.74,4.85,40.45,1,3244.02
6265,Man,essence,Tanger-Tetouan-AlHoceima,0.3869,33.28,11,2.64,0,0
2223,Man,essence,Casablanca-Settat,0.899,42.64,15.84,0.52,2,7162.89
6612,Women,diesel,Draa-Tafilalet,0.9345,34.14,8.04,10.09,3,4200.22
4544,Women,diesel,Marrakech-Safi,0.1054,62.41,9.77,0.88,1,1810.46
7115,Man,diesel,Tanger-Tetouan-AlHoceima,0.8249,30.52,6.02,5.37,0,0
9811,Women,essence,Casablanca-Settat,0.9845,44.15,3.55,7.5,1,1775.82
6494,Man,diesel,Souss-Massa,0.9325,51.81,16.75,25.03,1,991.49
1623,Women,essence,Marrakech-Safi,0.6809,20.37,6.27,1.17,0,0
3375,Women,diesel,Oriental,0.7056,56.36,9.58,26.56,4,7621.25
9006,Man,essence,Casablanca-Settat,0.4119,43.81,18.7,11.99,0,0
7240,Women,essence,Marrakech-Safi,0.5329,44.59,12.29,7.62,0,0
1812,Man,essence,Draa-Tafilalet,0.2331,27.81,10.41,8.09,0,0
8940,Women,diesel,Laayoune-SakiaElHamra,0.7713,36.9,7.67,3.45,2,3901.97
6395,Man,essence,Casablanca-Settat,0.6053,48.64,19.58,1.88,2,6012.12
7677,Man,diesel,Marrakech-Safi,0.902,62.37,9.64,13.66,1,2928.91
608,Women,essence,Draa-Tafilalet,0.3924,57.08,9.93,37.12,1,1365.01
823,Women,essence,Casablanca-Settat,0.7049,44.81,10.07,3.97,0,0
5096,Women,diesel,Casablanca-Settat,0.0527,41.71,10.11,11.7,0,0
2111,Man,essence,Souss-Massa,0.2218,54.25,14.3,31.64,2,7122.87
4116,Man,diesel,Casablanca-Settat,0.134,35.1,16.75,2.24,0,0
7163,Women,diesel,Casablanca-Settat,0.8685,42.58,15.69,4.91,1,1410.61
1092,Women,diesel,Casablanca-Settat,0.6816,34.81,6.39,6.1,0,0
1165,Women,diesel,Dakhla-OuedEddahab,0.0404,53.09,14.41,18.78,0,0
2920,Women,diesel,Tanger-Tetouan-AlHoceima,0.0797,33.7,12.58,6.53,1,2188.12
8738,Women,diesel,Tanger-Tetouan-AlHoceima,0.6703,30.26,20.25,5.99,1,2234.65
6542,Women,diesel,Marrakech-Safi,0.1791,24.46,14.76,2.18,1,2675.92
4702,Women,diesel,Tanger-Tetouan-AlHoceima,0.2276,20.71,21.89,0.69,1,1164.21
9238,Man,essence,Marrakech-Safi,0.0932,54.72,10.2,9.01,0,0
6481,Women,essence,Tanger-Tetouan-AlHoceima,0.0362,33.5,16.68,12.98,0,0
2044,Women,diesel,Casablanca-Settat,0.4675,27.56,11.49,4.68,0,0
7896,Women,essence,Marrakech-Safi,0.8268,70.25,19.51,51.07,0,0
5714,Man,essence,Casablanca-Settat,0.9477,65.21,8.14,33.8,1,1083.32
2506,Women,essence,Tanger-Tetouan-AlHoceima,0.6739,68.85,19.87,4.29,0,0
8094,Women,diesel,Guelmim,0.7354,44.06,13.12,6.62,2,4619.65
6799,Man,essence,Casablanca-Settat,0.733,57.38,16.82,4.79,5,13712.09
7960,Man,diesel,Casablanca-Settat,0.1951,67.24,4.54,11.47,0,0
4532,Women,diesel,Draa-Tafilalet,0.1721,33.13,12.67,3.79,0,0
3980,Man,diesel,Marrakech-Safi,0.9738,21.59,8.43,1.07,0,0
4195,Women,diesel,Casablanca-Settat,0.2625,26.55,14.95,3.18,0,0
8160,Man,diesel,Tanger-Tetouan-AlHoceima,0.8747,38.41,8.72,13.28,2,6917.72
938,Man,diesel,Casablanca-Settat,0.0799,52.46,3.37,3.94,0,0
9189,Man,essence,Laayoune-SakiaElHamra,0.6978,30.08,20.68,0.19,0,0
4295,Women,essence,Marrakech-Safi,0.2448,42.75,8.81,1.99,0,0
7246,Women,essence,Oriental,0.5381,40.63,19.45,9.19,0,0
5292,Man,diesel,Souss-Massa,0.6006,50.98,22.46,32.5,0,0
3401,Women,essence,Tanger-Tetouan-AlHoceima,0.8615,63.65,21.98,6.05,0,0
6968,Women,essence,Casablanca-Settat,0.9114,42.05,11.7,6.11,3,3798.63
7444,Man,diesel,Guelmim,0.5266,57.16,11.2,38.88,2,3935.03
6416,Women,diesel,Tanger-Tetouan-AlHoceima,0.0456,40.69,13.25,18.91,0,0
7295,Man,diesel,Dakhla-OuedEddahab,0.9257,30.39,19.74,5.89,1,1178.57
2068,Women,diesel,Casablanca-Settat,0.6975,53.62,6.14,30.19,1,1393.65
5391,Man,diesel,Casablanca-Settat,0.5254,58.7,20.67,12.81,0,0
8152,Man,diesel,Souss-Massa,0.9423,38.09,12.3,9.14,2,4791.3
8326,Women,essence,Tanger-Tetouan-AlHoceima,0.5366,23.31,16.09,5.17,1,3350.5
4392,Women,diesel,Casablanca-Settat,0.1637,69.68,6.38,26.26,0,0
480,Man,diesel,Casablanca-Settat,0.4429,60.96,4.61,23.64,1,2079.85
2826,Man,diesel,Marrakech-Safi,0.3459,39.08,5.67,15.7,1,7912.15
7960,Man,essence,Casablanca-Settat,0.0672,61.34,11.84,35.28,0,0
7921,Women,essence,Dakhla-OuedEddahab,0.3213,67.13,2.61,46.43,0,0
4021,Man,essence,Laayoune-SakiaElHamra,0.5059,70.74,7.62,3.09,1,2781.2
9572,Women,diesel,Marrakech-Safi,0.9073,63.44,10.83,16.75,1,3330.28
7305,Man,essence,Tanger-Tetouan-AlHoceima,0.7099,52.38,21.18,19.16,0,0
3262,Women,essence,Casablanca-Settat,0.5337,20.88,19.87,0.39,1,863.16
6326,Women,diesel,Marrakech-Safi,0.7946,69.92,11.52,10.27,0,0
8023,Women,essence,Tanger-Tetouan-AlHoceima,0.6482,47.17,16.13,18.29,2,6129.44
5953,Man,essence,Casablanca-Settat,0.0681,37.34,4.23,14.14,0,0
5252,Women,diesel,Casablanca-Settat,0.7107,52.17,16.89,5.59,1,1049.36
4416,Women,diesel,Fes-Meknes,0.4364,47.44,1.32,13.69,0,0
3185,Women,diesel,Marrakech-Safi,0.975,47.86,10.94,29,1,1480.44
6829,Women,diesel,Casablanca-Settat,0.4356,34.89,14.7,2.1,0,0
9492,Women,essence,Marrakech-Safi,0.0056,60.89,3.09,2.63,0,0
5404,Man,essence,Tanger-Tetouan-AlHoceima,0.7501,30.41,10.56,8.09,1,2286.79
9395,Man,diesel,Marrakech-Safi,0.8925,38.57,16.97,5.89,1,1360.27
7421,Man,essence,Tanger-Tetouan-AlHoceima,0.9461,30.38,8.05,0.64,0,0
5782,Women,essence,Dakhla-OuedEddahab,0.0222,42.54,5.82,4.51,0,0
5526,Man,diesel,Laayoune-SakiaElHamra,0.0109,25.28,15.28,6.77,0,0
9348,Women,diesel,Marrakech-Safi,0.4088,57.24,16.1,21.29,0,0
9315,Man,essence,Rabat-Sale-Kenitra,0.9403,58.14,13.71,9.15,0,0
7277,Women,diesel,Tanger-Tetouan-AlHoceima,0.3755,23.46,16.88,1.18,0,0
4978,Man,essence,Marrakech-Safi,0.544,71.52,12.76,40.75,1,4416.93
140,Man,essence,Marrakech-Safi,0.5059,63.54,5.77,33.7,0,0
8717,Women,diesel,Tanger-Tetouan-AlHoceima,0.1607,47.82,9.17,26.34,0,0
5841,Man,diesel,Marrakech-Safi,0.1035,25.03,20.16,1.33,0,0
542,Women,essence,Casablanca-Settat,0.2298,29.4,20.89,5.8,1,1016.07
14,Women,essence,Souss-Massa,0.0878,23.62,3.16,0.05,0,0
3846,Women,essence,Marrakech-Safi,0.3597,40.1,11.98,1.6,2,2776.4
466,Women,diesel,Tanger-Tetouan-AlHoceima,0.3779,54.38,6.99,13.89,0,0
6053,Man,diesel,Marrakech-Safi,0.934,53.41,4.27,31.11,1,1109.01
9023,Man,essence,Casablanca-Settat,0.0662,26.24,17.77,0.57,0,0
5192,Women,diesel,Draa-Tafilalet,0.6955,29.45,12.2,2.99,0,0
9125,Man,diesel,Marrakech-Safi,0.1898,67.22,6.09,0.56,0,0
815,Women,essence,Casablanca-Settat,0.307,67.25,13.74,0.38,0,0
1353,Man,essence,Casablanca-Settat,0.607,26.88,10.98,2.64,2,6882.65
3702,Man,diesel,Tanger-Tetouan-AlHoceima,0.293,38.7,7.8,9.91,0,0
81,Man,diesel,Tanger-Tetouan-AlHoceima,0.208,35.68,20.07,16.81,0,0
9979,Man,diesel,Casablanca-Settat,0.8443,52.27,15.35,14.4,2,4415.92
5957,Women,essence,Draa-Tafilalet,0.754,33.61,6.73,0.09,0,0
4528,Man,diesel,Casablanca-Settat,0.3613,70.74,16.12,38.87,0,0
8089,Women,diesel,Oriental,0.9231,34.9,5.3,4.02,2,4670.99
7112,Women,essence,Guelmim,0.0966,41,5.41,10.24,0,0
6674,Women,diesel,Casablanca-Settat,0.2663,22.22,17.02,2.89,0,0
6319,Man,diesel,Tanger-Tetouan-AlHoceima,0.9824,28.46,15.18,8.71,4,7861.78
681,Women,essence,Marrakech-Safi,0.2067,66.29,5.1,45.52,0,0
281,Women,essence,Casablanca-Settat,0.1189,30.32,15.04,2.2,0,0
3000,Women,essence,Casablanca-Settat,0.095,66.48,14.96,12.51,0,0
8827,Man,diesel,Marrakech-Safi,0.6405,41.69,1.17,11.42,1,7328.48
2326,Man,diesel,Tanger-Tetouan-AlHoceima,0.177,66.66,8.7,44.02,1,2684.66
1818,Man,essence,Casablanca-Settat,0.0367,28.79,12.16,10.04,0,0
3431,Man,diesel,Tanger-Tetouan-AlHoceima,0.3531,27.92,14.36,3.9,0,0
1019,Man,diesel,Oriental,0.2428,25.35,16.05,0.98,0,0
1725,Women,diesel,Casablanca-Settat,0.6795,32.22,5.22,5.66,1,1628.47
4815,Women,diesel,Marrakech-Safi,0.4189,63.37,6.14,39.15,1,1125.18
4803,Man,essence,Tanger-Tetouan-AlHoceima,0.8817,46.73,18.16,5.08,4,14722.5
3521,Man,essence,Marrakech-Safi,0.3122,53.85,4.52,25.37,0,0
5055,Man,essence,Casablanca-Settat,0.0511,61.94,15.75,36.47,0,0
8108,Man,essence,Marrakech-Safi,0.4615,34.7,4.14,15.97,0,0
970,Man,essence,Casablanca-Settat,0.6572,46.02,11.96,13.48,0,0
7842,Women,essence,Casablanca-Settat,0.2206,38.25,8.87,0.93,0,0
2285,Man,diesel,Marrakech-Safi,0.0881,48.7,9.62,22.93,0,0
3081,Man,essence,BeniMellal-Khenifra,0.9876,37.1,16.18,14.57,3,12705.67
7012,Women,diesel,Marrakech-Safi,0.2829,71.48,7.29,13.72,0,0
1259,Man,essence,Casablanca-Settat,0.5201,42.85,9.63,13.98,1,2227.05
1304,Man,diesel,Casablanca-Settat,0.2988,49.03,11.36,10.72,0,0
4452,Women,essence,Tanger-Tetouan-AlHoceima,0.3586,27.62,8.92,4.98,1,1453.11
5431,Women,essence,Casablanca-Settat,0.6888,58.47,13.91,0.42,1,627.3
2553,Man,essence,Tanger-Tetouan-AlHoceima,0.6147,47.52,19.23,9.8,2,5206.8
2266,Man,diesel,Marrakech-Safi,0.2477,21.94,18.34,1.47,0,0
647,Man,diesel,Rabat-Sale-Kenitra,0.0724,58.89,13.46,36.62,0,0
1022,Women,essence,Casablanca-Settat,0.4985,66.4,14.67,13.8,1,1310.58
2557,Man,diesel,Tanger-Tetouan-AlHoceima,0.8213,41.87,21.48,4.29,1,1954.64
3654,Women,essence,Casablanca-Settat,0.8745,27.13,4.98,8.9,1,2982.84
3200,Man,diesel,Casablanca-Settat,0.1647,23.7,9.38,4.9,0,0
9867,Women,diesel,Oriental,0.3941,57.37,13.91,20.11,2,4102.17
4237,Man,essence,Casablanca-Settat,0.7158,32.85,10.12,7.91,0,0
460,Man,diesel,Casablanca-Settat,0.7638,30.08,5.25,6.34,0,0
2570,Man,diesel,Casablanca-Settat,0.1841,30.39,11.27,2.79,1,521.16
1302,Man,diesel,Marrakech-Safi,0.3847,57.12,13.61,38.03,1,1153.97
3321,Women,essence,Tanger-Tetouan-AlHoceima,0.4098,59.59,5.59,24.87,0,0
2305,Man,diesel,Casablanca-Settat,0.7622,23.23,4.61,3.62,0,0
3204,Man,diesel,Souss-Massa,0.0348,55.07,16.53,12.13,0,0
3834,Women,diesel,Tanger-Tetouan-AlHoceima,0.9912,28.77,14.86,8.72,0,0
2894,Women,diesel,Tanger-Tetouan-AlHoceima,0.6214,62.92,4.24,9.42,0,0
6223,Man,diesel,Casablanca-Settat,0.6661,57.36,5.23,39.29,1,3517.04
8465,Women,essence,Rabat-Sale-Kenitra,0.6839,25.53,5.4,2.7,0,0
2927,Women,diesel,Tanger-Tetouan-AlHoceima,0.4626,40.02,7.74,15.4,0,0
5374,Women,diesel,Marrakech-Safi,0.1328,33.89,12.32,8.4,0,0
83,Man,diesel,Marrakech-Safi,0.0514,63.43,10.1,25.85,1,3137.36
6832,Man,essence,Casablanca-Settat,0.7258,39.36,22.39,7.75,1,1667.92
6877,Man,diesel,Tanger-Tetouan-AlHoceima,0.2532,26.54,9.56,0.79,0,0
7025,Women,diesel,Marrakech-Safi,0.6561,28.24,5.09,9.81,1,1728.49
4545,Women,essence,Casablanca-Settat,0.5841,63.72,18.46,22.53,0,0
1700,Man,diesel,Marrakech-Safi,0.1521,27.81,18,4.59,0,0
6895,Women,essence,Casablanca-Settat,0.037,52.53,15.41,18.78,0,0
5792,Man,diesel,Casablanca-Settat,0.136,60.32,3.38,6.22,0,0
3333,Women,diesel,Casablanca-Settat,0.1476,59.19,19.26,15.16,0,0
1762,Women,diesel,Tanger-Tetouan-AlHoceima,0.2261,36.5,18.93,17.38,1,1061.9
9019,Women,essence,BeniMellal-Khenifra,0.5433,48.5,7.84,12.76,0,0
3551,Man,essence,Tanger-Tetouan-AlHoceima,0.1908,66.4,11.23,28.35,0,0
4076,Man,diesel,Fes-Meknes,0.8971,34.99,7.41,7.84,1,2403.43
4647,Women,diesel,BeniMellal-Khenifra,0.3236,50.47,6.95,28.97,0,0
4981,Women,essence,Tanger-Tetouan-AlHoceima,0.6993,53.18,7.61,22.28,1,421.12
4546,Man,essence,Casablanca-Settat,0.4125,68.64,10.22,45.66,1,5356.42
8702,Women,diesel,Marrakech-Safi,0.9577,61.8,7.45,4.67,2,6223.29
9906,Women,essence,Marrakech-Safi,0.7422,42.13,19.29,8.18,0,0
5863,Women,essence,Casablanca-Settat,0.4308,70.76,17.16,31.03,0,0
9847,Women,essence,Casablanca-Settat,0.6607,50.4,4.45,2.31,1,1036.75
1085,Man,diesel,Tanger-Tetouan-AlHoceima,0.1878,42.13,12.65,5.31,0,0
1350,Man,essence,Rabat-Sale-Kenitra,0.3361,37.74,5.3,5.36,0,0
2163,Women,diesel,Marrakech-Safi,0.6432,49.64,11.7,13.94,1,3286.11
9405,Women,essence,Tanger-Tetouan-AlHoceima,0.9381,34.64,14.92,7.85,1,1387.69
5204,Man,essence,Casablanca-Settat,0.4857,24.78,17.15,5.43,1,1253.02
8727,Women,essence,Tanger-Tetouan-AlHoceima,0.8522,38.4,13.41,0.05,0,0
9774,Man,diesel,Marrakech-Safi,0.2834,61.35,7.49,16.09,0,0
8699,Man,essence,Marrakech-Safi,0.9352,26.34,18.92,7.42,1,396.99
5983,Man,diesel,Casablanca-Settat,0.9003,49.28,10.36,27.46,1,2196.23
9105,Women,essence,Casablanca-Settat,0.0471,29.3,3.98,6.31,0,0
9739,Man,essence,Tanger-Tetouan-AlHoceima,0.9611,52.04,15.04,21.58,3,3667.13
3559,Women,essence,BeniMellal-Khenifra,0.3934,56.56,19.46,5.4,1,1218.41
7657,Women,essence,Casablanca-Settat,0.7617,40.42,20.64,14.66,0,0
1508,Man,diesel,Tanger-Tetouan-AlHoceima,0.6125,30.75,19.27,10.69,1,2151.18
9195,Women,diesel,Casablanca-Settat,0.4468,21.72,14.61,1.54,1,3033.87
5230,Women,diesel,Tanger-Tetouan-AlHoceima,0.3037,55.81,3.74,15.5,0,0
2159,Man,essence,Tanger-Tetouan-AlHoceima,0.4546,56.54,7.94,30.96,0,0
5770,Women,diesel,Tanger-Tetouan-AlHoceima,0.0252,57.49,17.98,28.17,0,0
1001,Man,diesel,Tanger-Tetouan-AlHoceima,0.9152,35.21,10.58,11.66,0,0
6529,Women,essence,Casablanca-Settat,0.5234,59.43,3.74,21.41,3,6213.35
9006,Women,essence,Casablanca-Settat,0.4078,38.55,19.39,17.86,0,0
4947,Man,essence,Marrakech-Safi,0.1713,40.44,13.09,10.98,0,0
9676,Women,diesel,Casablanca-Settat,0.1922,49.89,18.66,31.63,1,2062.97
6929,Women,diesel,Casablanca-Settat,0.5467,50.54,19.81,27.2,0,0
8899,Women,diesel,Tanger-Tetouan-AlHoceima,0.7378,29.84,13.99,7.87,0,0
4444,Women,diesel,Tanger-Tetouan-AlHoceima,0.5437,47.5,9.28,20.67,1,1909.86
9304,Man,diesel,Marrakech-Safi,0.5338,29.82,14.75,3.93,0,0
5302,Women,essence,Marrakech-Safi,0.8646,68.18,17.3,12.75,2,2824.92
6765,Man,essence,Marrakech-Safi,0.6869,31.41,9.41,12.19,1,1454.23
3486,Man,diesel,Souss-Massa,0.7382,71.21,19.53,41.02,1,2215.25
5840,Man,diesel,Casablanca-Settat,0.779,37.52,4.72,1.89,1,665.63
6810,Man,diesel,Casablanca-Settat,0.759,36.52,5.01,15.39,0,0
4757,Women,essence,Tanger-Tetouan-AlHoceima,0.7927,57.48,4.53,2.83,1,1838.24
5815,Man,essence,Rabat-Sale-Kenitra,0.4437,36.64,7.73,9.19,2,7215.54
2096,Man,essence,Marrakech-Safi,0.4104,25.22,5.27,1.33,0,0
2701,Women,diesel,Tanger-Tetouan-AlHoceima,0.1193,58.11,16.36,25.18,0,0
9595,Man,essence,Rabat-Sale-Kenitra,0.7036,23.7,3.47,1.68,0,0
4578,Women,diesel,Casablanca-Settat,0.2606,59.59,21.12,10.99,0,0
2799,Man,diesel,Casablanca-Settat,0.186,27.53,18.42,0.38,0,0
177,Man,essence,Marrakech-Safi,0.5675,28.86,4.6,8.22,0,0
329,Women,diesel,Tanger-Tetouan-AlHoceima,0.8227,37.76,5.97,18.64,0,0
8153,Women,diesel,Tanger-Tetouan-AlHoceima,0.3521,29.83,3.99,5.04,1,2161.53
5169,Women,essence,Marrakech-Safi,0.0904,38.47,5.02,11.02,0,0
4573,Man,essence,Souss-Massa,0.9703,61.63,10.32,35.13,1,2486.05
2284,Man,diesel,Casablanca-Settat,0.3623,50.48,13.4,5.67,0,0
207,Women,diesel,Guelmim,0.2148,39,15.58,8.84,0,0
9052,Women,essence,Marrakech-Safi,0.1583,27.15,10.26,7.14,0,0
8940,Man,essence,Tanger-Tetouan-AlHoceima,0.5129,55.1,12.94,12.53,1,1548.96
9692,Man,essence,Marrakech-Safi,0.0975,32.73,21.65,8.38,0,0
8355,Women,essence,Guelmim,0.2737,51.59,14.74,23.96,0,0
3414,Women,diesel,Casablanca-Settat,0.7861,71.8,19.04,37.89,1,1242.58
8747,Man,essence,Fes-Meknes,0.7256,30.84,16.76,6.55,0,0
1735,Women,diesel,Marrakech-Safi,0.0468,64.05,18.66,32.7,0,0
5303,Women,diesel,Laayoune-SakiaElHamra,0.2943,28.5,9.14,0.8,0,0
4569,Women,diesel,Marrakech-Safi,0.9968,60.96,7.64,31.89,1,470.7
5594,Man,essence,Casablanca-Settat,0.1879,58.31,14.74,34.57,0,0
8034,Women,diesel,Fes-Meknes,0.886,65.67,7.46,15.17,1,1393.58
5550,Man,essence,Tanger-Tetouan-AlHoceima,0.5544,62.79,15.98,5.59,1,2555.56
784,Man,diesel,Fes-Meknes,0.466,50.87,21.54,8.64,1,1161.45
1665,Women,essence,Casablanca-Settat,0.7293,50.33,11.04,28.91,0,0
6788,Women,diesel,Tanger-Tetouan-AlHoceima,0.9335,47.7,16.54,20.06,2,3211.51
1099,Women,essence,Marrakech-Safi,0.2235,51.01,4.34,1.65,0,0
4658,Women,diesel,Marrakech-Safi,0.4679,51,8.43,24.64,1,2348.02
4595,Man,essence,Casablanca-Settat,0.3395,28.23,13.23,3.83,0,0
4789,Women,diesel,Casablanca-Settat,0.5783,64.78,18.79,37.97,1,664.23
6026,Man,diesel,Draa-Tafilalet,0.3546,22.06,20.35,3.68,2,5187.78
7167,Women,diesel,Casablanca-Settat,0.5148,68.2,11.29,19.03,1,766.59
1386,Man,diesel,Marrakech-Safi,0.5572,49.14,15.68,8.86,0,0
2057,Man,diesel,Casablanca-Settat,0.6029,36.6,4.57,17.96,0,0
4531,Man,essence,Tanger-Tetouan-AlHoceima,0.251,62.95,13.51,33.84,0,0
1772,Women,essence,Casablanca-Settat,0.7578,49.6,5.93,0.73,1,3221.15
2315,Man,diesel,Marrakech-Safi,0.0602,48.54,4.71,18.6,0,0
